project,label,dsp_plot_id,dsp_pedon_id,dsp_sample_id,layer_no,hzdesg,hrzdep_t,hrzdep_b,soc_fill,bd_hybrid
TexasA&MPt-1,Ref,NAT-2,NAT-2-2,NAT-2-2-5,5,Bt2,70,100,0.3,1.5
TexasA&MPt-1,Ref,NAT-3,NAT-3-3,NAT-3-3-1,1,A,0,5,0.52,1.83
TexasA&MPt-1,Ref,NAT-3,NAT-3-3,NAT-3-3-2,2,A,5,10,0.3,1.52
TexasA&MPt-1,Ref,NAT-3,NAT-3-3,NAT-3-3-3,3,A,10,30,0.21,1.58
TexasA&MPt-1,Ref,NAT-3,NAT-3-3,NAT-3-3-4,4,Bt1,30,70,0.16,1.64
TexasA&MPt-1,Ref,NAT-3,NAT-3-3,NAT-3-3-5,5,Bt2,70,100,0.28,1.54
TexasA&MPt-1,SHM,NTM-1,NTM-1-1,NTM-1-1-1,1,Ap,0,5,0.7,1.21
TexasA&MPt-1,SHM,NTM-1,NTM-1-1,NTM-1-1-2,2,Ap,5,10,0.49,0.82
TexasA&MPt-1,SHM,NTM-1,NTM-1-1,NTM-1-1-3,3,Ap,10,35,0.16,1.49
TexasA&MPt-1,SHM,NTM-1,NTM-1-1,NTM-1-1-4,4,Bt1,35,75,0.12,1.4
TexasA&MPt-1,SHM,NTM-1,NTM-1-1,NTM-1-1-5,5,Bt2,75,100,0.11,1.5
TexasA&MPt-1,SHM,NTM-1,NTM-1-2,NTM-1-2-1,1,Ap,0,5,0.58,1.31
TexasA&MPt-1,SHM,NTM-1,NTM-1-2,NTM-1-2-2,2,Ap,5,10,0.36,1.5
TexasA&MPt-1,SHM,NTM-1,NTM-1-2,NTM-1-2-3,3,Ap,10,35,0.14,1.65
TexasA&MPt-1,SHM,NTM-1,NTM-1-2,NTM-1-2-4,4,Bt1,35,75,0.14,1.55
TexasA&MPt-1,SHM,NTM-1,NTM-1-2,NTM-1-2-5,5,Bt2,75,100,0.12,1.5
TexasA&MPt-1,SHM,NTM-1,NTM-1-3,NTM-1-3-1,1,Ap,0,5,0.47,1.58
TexasA&MPt-1,SHM,NTM-1,NTM-1-3,NTM-1-3-2,2,Ap,5,10,0.45,1.27
TexasA&MPt-1,SHM,NTM-1,NTM-1-3,NTM-1-3-3,3,Ap,10,35,0.14,1.51
TexasA&MPt-1,SHM,NTM-1,NTM-1-3,NTM-1-3-4,4,Bt1,35,75,0.22,1.47
TexasA&MPt-1,SHM,NTM-1,NTM-1-3,NTM-1-3-5,5,Bt2,75,100,0.16,1.45
TexasA&MPt-1,SHM,NTM-2,NTM-2-1,NTM-2-1-1,1,Ap,0,5,0.64,0.92
TexasA&MPt-1,SHM,NTM-2,NTM-2-1,NTM-2-1-2,2,Ap,5,10,0.55,1.47
TexasA&MPt-1,SHM,NTM-2,NTM-2-1,NTM-2-1-3,3,Ap,10,35,0.14,1.51
TexasA&MPt-1,SHM,NTM-2,NTM-2-1,NTM-2-1-4,4,Bt1,35,75,0.17,1.41
TexasA&MPt-1,SHM,NTM-2,NTM-2-1,NTM-2-1-5,5,Bt2,75,100,0.17,1.51
TexasA&MPt-1,SHM,NTM-2,NTM-2-2,NTM-2-2-1,1,Ap,0,5,0.68,1.61
TexasA&MPt-1,SHM,NTM-2,NTM-2-2,NTM-2-2-2,2,Ap,5,10,0.44,1.63
TexasA&MPt-1,SHM,NTM-2,NTM-2-2,NTM-2-2-3,3,Ap,10,35,0.16,1.51
TexasA&MPt-1,SHM,NTM-2,NTM-2-2,NTM-2-2-4,4,Bt1,35,75,0.2,1.39
TexasA&MPt-1,SHM,NTM-2,NTM-2-2,NTM-2-2-5,5,Bt2,75,100,0.15,1.44
TexasA&MPt-1,SHM,NTM-2,NTM-2-3,NTM-2-3-1,1,Ap,0,5,0.85,1.64
TexasA&MPt-1,SHM,NTM-2,NTM-2-3,NTM-2-3-2,2,Ap,5,10,0.47,1.38
TexasA&MPt-1,SHM,NTM-2,NTM-2-3,NTM-2-3-3,3,Ap,10,35,0.16,1.52
TexasA&MPt-1,SHM,NTM-2,NTM-2-3,NTM-2-3-4,4,Bt1,35,75,0.2,1.37
TexasA&MPt-1,SHM,NTM-2,NTM-2-3,NTM-2-3-5,5,Bt2,75,100,0.17,1.41
TexasA&MPt-1,SHM,NTM-3,NTM-3-1,NTM-3-1-1,1,Ap,0,5,0.77,1.15
TexasA&MPt-1,SHM,NTM-3,NTM-3-1,NTM-3-1-2,2,Ap,5,10,0.43,1.1
TexasA&MPt-1,SHM,NTM-3,NTM-3-1,NTM-3-1-3,3,Ap,10,35,0.2,1.46
TexasA&MPt-1,SHM,NTM-3,NTM-3-1,NTM-3-1-4,4,Bt1,35,75,0.23,1.44
TexasA&MPt-1,SHM,NTM-3,NTM-3-1,NTM-3-1-5,5,Bt2,75,100,0.18,1.88
TexasA&MPt-1,SHM,NTM-3,NTM-3-2,NTM-3-2-1,1,Ap,0,5,1.08,1.37
TexasA&MPt-1,SHM,NTM-3,NTM-3-2,NTM-3-2-2,2,Ap,5,10,0.62,1.38
TexasA&MPt-1,SHM,NTM-3,NTM-3-2,NTM-3-2-3,3,Ap,10,35,0.12,1.44
TexasA&MPt-1,SHM,NTM-3,NTM-3-2,NTM-3-2-4,4,Bt1,35,75,0.22,1.46
TexasA&MPt-1,SHM,NTM-3,NTM-3-2,NTM-3-2-5,5,Bt2,75,100,0.38,1.45
TexasA&MPt-1,SHM,NTM-3,NTM-3-3,NTM-3-3-1,1,Ap,0,5,0.49,1.53
TexasA&MPt-1,SHM,NTM-3,NTM-3-3,NTM-3-3-2,2,Ap,5,10,0.23,1.88
TexasA&MPt-1,SHM,NTM-3,NTM-3-3,NTM-3-3-3,3,Ap,10,35,0.13,1.5
TexasA&MPt-1,SHM,NTM-3,NTM-3-3,NTM-3-3-4,4,Bt1,35,75,0.13,1.57
TexasA&MPt-1,SHM,NTM-3,NTM-3-3,NTM-3-3-5,5,Bt2,75,100,0.07,1.47
TexasA&MPt-1,SHM,NTR-1,NTR-1-1,NTR-1-1-1,1,Ap,0,5,0.61,1.35
TexasA&MPt-1,SHM,NTR-1,NTR-1-1,NTR-1-1-2,2,Ap,5,10,0.43,1.3
TexasA&MPt-1,SHM,NTR-1,NTR-1-1,NTR-1-1-3,3,Ap,10,35,0.13,1.48
TexasA&MPt-1,SHM,NTR-1,NTR-1-1,NTR-1-1-4,4,Bt1,35,75,0.19,1.46
TexasA&MPt-1,SHM,NTR-1,NTR-1-1,NTR-1-1-5,5,Bt2,75,100,0.15,1.47
TexasA&MPt-1,SHM,NTR-1,NTR-1-2,NTR-1-2-1,1,Ap,0,5,0.62,1.5
TexasA&MPt-1,SHM,NTR-1,NTR-1-2,NTR-1-2-2,2,Ap,5,10,0.34,1.3
TexasA&MPt-1,SHM,NTR-1,NTR-1-2,NTR-1-2-3,3,Ap,10,35,0.15,1.57
TexasA&MPt-1,SHM,NTR-1,NTR-1-2,NTR-1-2-4,4,Bt1,35,75,0.17,1.51
TexasA&MPt-1,SHM,NTR-1,NTR-1-2,NTR-1-2-5,5,Bt2,75,100,0.17,1.51
TexasA&MPt-1,SHM,NTR-1,NTR-1-3,NTR-1-3-1,1,Ap,0,5,0.68,1.67
TexasA&MPt-1,SHM,NTR-1,NTR-1-3,NTR-1-3-2,2,Ap,5,10,0.34,1.44
TexasA&MPt-1,SHM,NTR-1,NTR-1-3,NTR-1-3-3,3,Ap,10,35,0.18,1.49
TexasA&MPt-1,SHM,NTR-1,NTR-1-3,NTR-1-3-4,4,Bt1,35,75,0.15,1.49
TexasA&MPt-1,SHM,NTR-1,NTR-1-3,NTR-1-3-5,5,Bt2,75,100,0.2,1.59
TexasA&MPt-1,SHM,NTR-2,NTR-2-1,NTR-2-1-1,1,Ap,0,5,0.66,1.37
TexasA&MPt-1,SHM,NTR-2,NTR-2-1,NTR-2-1-2,2,Ap,5,10,0.25,1.22
TexasA&MPt-1,SHM,NTR-2,NTR-2-1,NTR-2-1-3,3,Ap,10,35,0.15,1.41
TexasA&MPt-1,SHM,NTR-2,NTR-2-1,NTR-2-1-4,4,Bt1,35,75,0.17,1.32
TexasA&MPt-1,SHM,NTR-2,NTR-2-1,NTR-2-1-5,5,Bt2,75,100,0.15,1.52
TexasA&MPt-1,SHM,NTR-2,NTR-2-2,NTR-2-2-1,1,Ap,0,5,0.6,1.27
TexasA&MPt-1,SHM,NTR-2,NTR-2-2,NTR-2-2-2,2,Ap,5,10,0.44,1.21
TexasA&MPt-1,SHM,NTR-2,NTR-2-2,NTR-2-2-3,3,Ap,10,35,0.19,1.5
TexasA&MPt-1,SHM,NTR-2,NTR-2-2,NTR-2-2-4,4,Bt1,35,75,0.18,1.45
TexasA&MPt-1,SHM,NTR-2,NTR-2-2,NTR-2-2-5,5,Bt2,75,100,0.16,1.39
TexasA&MPt-1,SHM,NTR-2,NTR-2-3,NTR-2-3-1,1,Ap,0,5,0.53,1.45
TexasA&MPt-1,SHM,NTR-2,NTR-2-3,NTR-2-3-2,2,Ap,5,10,0.37,1.49
TexasA&MPt-1,SHM,NTR-2,NTR-2-3,NTR-2-3-3,3,Ap,10,35,0.14,1.49
TexasA&MPt-1,SHM,NTR-2,NTR-2-3,NTR-2-3-4,4,Bt1,35,75,0.25,1.38
TexasA&MPt-1,SHM,NTR-2,NTR-2-3,NTR-2-3-5,5,Bt2,75,100,0.26,1.29
TexasA&MPt-1,SHM,NTR-3,NTR-3-1,NTR-3-1-1,1,Ap,0,5,0.72,0.98
TexasA&MPt-1,SHM,NTR-3,NTR-3-1,NTR-3-1-2,2,Ap,5,10,0.54,1.14
TexasA&MPt-1,SHM,NTR-3,NTR-3-1,NTR-3-1-3,3,Ap,10,35,0.22,1.53
TexasA&MPt-1,SHM,NTR-3,NTR-3-1,NTR-3-1-4,4,Bt1,35,75,0.23,1.45
TexasA&MPt-1,SHM,NTR-3,NTR-3-1,NTR-3-1-5,5,Bt2,75,100,0.18,1.14
TexasA&MPt-1,SHM,NTR-3,NTR-3-2,NTR-3-2-1,1,Ap,0,5,0.91,1.39
TexasA&MPt-1,SHM,NTR-3,NTR-3-2,NTR-3-2-2,2,Ap,5,10,0.61,1.21
TexasA&MPt-1,SHM,NTR-3,NTR-3-2,NTR-3-2-3,3,Ap,10,35,0.15,1.37
TexasA&MPt-1,SHM,NTR-3,NTR-3-2,NTR-3-2-4,4,Bt1,35,75,0.33,1.46
TexasA&MPt-1,SHM,NTR-3,NTR-3-2,NTR-3-2-5,5,Bt2,75,100,0.24,1.41
TexasA&MPt-1,SHM,NTR-3,NTR-3-3,NTR-3-3-1,1,Ap,0,5,0.69,1.43
TexasA&MPt-1,SHM,NTR-3,NTR-3-3,NTR-3-3-2,2,Ap,5,10,0.33,1.58
TexasA&MPt-1,SHM,NTR-3,NTR-3-3,NTR-3-3-3,3,Ap,10,35,0.14,1.44
TexasA&MPt-1,SHM,NTR-3,NTR-3-3,NTR-3-3-4,4,Bt1,35,75,0.17,1.53
TexasA&MPt-1,SHM,NTR-3,NTR-3-3,NTR-3-3-5,5,Bt2,75,100,0.14,1.46
OregonStateJory,Ref,JoF1,JoF1-1,JoF1-1-1,1,A,0,5,4.253,0.5015
OregonStateJory,Ref,JoF1,JoF1-1,JoF1-1-2,2,A,5,10,3.418,0.6715
OregonStateJory,Ref,JoF1,JoF1-1,JoF1-1-3,3,BA,10,29,3.092,0.9859999999999999
OregonStateJory,Ref,JoF1,JoF1-1,JoF1-1-4,4,Bt,29,45,2.024,1.088
OregonStateJory,Ref,JoF1,JoF1-1,JoF1-1-5,5,Bt,45,100,0.604,1.1099999999999999
OregonStateJory,Ref,JoF1,JoF1-2,JoF1-2-1,1,A,0,5,3.171,0.59
OregonStateJory,Ref,JoF1,JoF1-2,JoF1-2-2,2,A,5,10,3.456,0.79
OregonStateJory,Ref,JoF1,JoF1-2,JoF1-2-3,3,BA,10,29,3.652,1.16
OregonStateJory,Ref,JoF1,JoF1-2,JoF1-2-4,4,Bt,29,45,2.508,1.36
OregonStateJory,Ref,JoF1,JoF1-2,JoF1-2-5,5,Bt,45,100,0.715,1.48
OregonStateJory,Ref,JoF1,JoF1-3,JoF1-3-1,1,A,0,5,4.832,0.59
OregonStateJory,Ref,JoF1,JoF1-3,JoF1-3-2,2,A,5,10,4.103,0.79
OregonStateJory,Ref,JoF1,JoF1-3,JoF1-3-3,3,BA,10,29,4.428,1.16
OregonStateJory,Ref,JoF1,JoF1-3,JoF1-3-4,4,Bt,29,45,2.685,1.36
OregonStateJory,Ref,JoF1,JoF1-3,JoF1-3-5,5,Bt,45,100,1.09,1.48
OregonStateJory,Ref,JoF2,JoF2-1,JoF2-1-1,1,A,0,5,4.559,0.6545
OregonStateJory,Ref,JoF2,JoF2-1,JoF2-1-2,2,A,5,10,3.24,0.9520000000000001
OregonStateJory,Ref,JoF2,JoF2-1,JoF2-1-3,3,A,10,30,2.282,1.071
OregonStateJory,Ref,JoF2,JoF2-1,JoF2-1-4,4,Bt,30,52,1.486,1.136
OregonStateJory,Ref,JoF2,JoF2-1,JoF2-1-5,5,Bt,52,100,0.988,1.122
OregonStateJory,Ref,JoF2,JoF2-2,JoF2-2-1,1,A,0,5,4.775,0.77
OregonStateJory,Ref,JoF2,JoF2-2,JoF2-2-2,2,A,5,10,4.159,1.12
OregonStateJory,Ref,JoF2,JoF2-2,JoF2-2-3,3,A,10,30,3.608,1.26
OregonStateJory,Ref,JoF2,JoF2-2,JoF2-2-4,4,Bt,30,52,1.788,1.42
OregonStateJory,Ref,JoF2,JoF2-2,JoF2-2-5,5,Bt,52,100,1.358,1.32
OregonStateJory,Ref,JoF2,JoF2-3,JoF2-3-1,1,A,0,5,4.703,0.77
OregonStateJory,Ref,JoF2,JoF2-3,JoF2-3-2,2,A,5,10,4.478,1.12
OregonStateJory,Ref,JoF2,JoF2-3,JoF2-3-3,3,A,10,30,3.216,1.26
OregonStateJory,Ref,JoF2,JoF2-3,JoF2-3-4,4,Bt,30,52,1.854,1.42
OregonStateJory,Ref,JoF2,JoF2-3,JoF2-3-5,5,Bt,52,100,1.353,1.32
OregonStateJory,Ref,JoF3,JoF3-1,JoF3-1-1,1,A,0,5,5.004,0.495
OregonStateJory,Ref,JoF3,JoF3-1,JoF3-1-2,2,A,5,10,3.965,0.504
OregonStateJory,Ref,JoF3,JoF3-1,JoF3-1-3,3,A,10,43,2.713,1.0241
OregonStateJory,Ref,JoF3,JoF3-1,JoF3-1-4,4,Bt,43,65,1.284,1.1264
OregonStateJory,Ref,JoF3,JoF3-1,JoF3-1-5,5,Bt,65,100,0.461,1.224
OregonStateJory,Ref,JoF3,JoF3-2,JoF3-2-1,1,A,0,5,5.607,0.66
OregonStateJory,Ref,JoF3,JoF3-2,JoF3-2-2,2,A,5,10,5.189,0.72
OregonStateJory,Ref,JoF3,JoF3-2,JoF3-2-3,3,A,10,43,4.693,1.33
OregonStateJory,Ref,JoF3,JoF3-2,JoF3-2-4,4,Bt,43,65,1.679,1.28
OregonStateJory,Ref,JoF3,JoF3-2,JoF3-2-5,5,Bt,65,100,0.604,1.44
OregonStateJory,Ref,JoF3,JoF3-3,JoF3-3-1,1,A,0,5,5.943,0.66
OregonStateJory,Ref,JoF3,JoF3-3,JoF3-3-2,2,A,5,10,5.64,0.72
OregonStateJory,Ref,JoF3,JoF3-3,JoF3-3-3,3,A,10,43,3.578,1.33
OregonStateJory,Ref,JoF3,JoF3-3,JoF3-3-4,4,Bt,43,65,1.653,1.28
OregonStateJory,Ref,JoF3,JoF3-3,JoF3-3-5,5,Bt,65,100,0.519,1.44
OregonStateJory,SHM,JoV1,JoV1-1,JoV1-1-1,1,A,0,5,3.364,1.096
OregonStateJory,SHM,JoV1,JoV1-1,JoV1-1-2,2,A,5,10,2.526,1.096
OregonStateJory,SHM,JoV1,JoV1-1,JoV1-1-3,3,AB,10,21,2.06,1.2325
OregonStateJory,SHM,JoV1,JoV1-1,JoV1-1-4,4,Bt,21,42,1.471,1.2325
OregonStateJory,SHM,JoV1,JoV1-1,JoV1-1-5,5,Bt,42,67,1.323,1.1815
OregonStateJory,SHM,JoV1,JoV1-1,JoV1-1-6,6,Bt,67,100,0.845,1.1985
OregonStateJory,SHM,JoV1,JoV1-2,JoV1-2-1,1,A,0,5,3.958,1.37
OregonStateJory,SHM,JoV1,JoV1-2,JoV1-2-2,2,A,5,10,2.927,1.37
OregonStateJory,SHM,JoV1,JoV1-2,JoV1-2-3,3,AB,10,21,2.097,1.45
OregonStateJory,SHM,JoV1,JoV1-2,JoV1-2-4,4,Bt,21,42,1.776,1.45
OregonStateJory,SHM,JoV1,JoV1-2,JoV1-2-5,5,Bt,42,67,1.077,1.39
OregonStateJory,SHM,JoV1,JoV1-2,JoV1-2-6,6,Bt,67,100,0.91,1.41
OregonStateJory,SHM,JoV1,JoV1-3,JoV1-3-1,1,A,0,5,2.107,1.37
OregonStateJory,SHM,JoV1,JoV1-3,JoV1-3-2,2,A,5,10,2.622,1.37
OregonStateJory,SHM,JoV1,JoV1-3,JoV1-3-3,3,AB,10,21,2.134,1.45
OregonStateJory,SHM,JoV1,JoV1-3,JoV1-3-4,4,Bt,21,42,1.73,1.45
OregonStateJory,SHM,JoV1,JoV1-3,JoV1-3-5,5,Bt,42,67,1.103,1.39
OregonStateJory,SHM,JoV1,JoV1-3,JoV1-3-6,6,Bt,67,100,1.679,1.41
OregonStateJory,SHM,JoV2,JoV2-1,JoV2-1-1,1,Ap,0,5,3.575,0.6120000000000001
OregonStateJory,SHM,JoV2,JoV2-1,JoV2-1-2,2,Ap,5,10,2.394,1.139
OregonStateJory,SHM,JoV2,JoV2-1,JoV2-1-3,3,Ap,10,25,1.5,1.1645
OregonStateJory,SHM,JoV2,JoV2-1,JoV2-1-4,4,Bt,25,49,0.67,1.2960000000000003
OregonStateJory,SHM,JoV2,JoV2-1,JoV2-1-5,5,Bt,49,84,0.42,1.3685
OregonStateJory,SHM,JoV2,JoV2-1,JoV2-1-6,6,2BC,84,100,0.487,0.99
OregonStateJory,SHM,JoV2,JoV2-2,JoV2-2-1,1,Ap,0,5,2.204,0.68
OregonStateJory,SHM,JoV2,JoV2-2,JoV2-2-2,2,Ap,5,10,2.209,1.34
OregonStateJory,SHM,JoV2,JoV2-2,JoV2-2-3,3,Ap,10,25,1.299,1.37
OregonStateJory,SHM,JoV2,JoV2-2,JoV2-2-4,4,Bt,25,49,0.761,1.6
OregonStateJory,SHM,JoV2,JoV2-2,JoV2-2-5,5,Bt,49,84,0.64,1.61
OregonStateJory,SHM,JoV2,JoV2-2,JoV2-2-6,6,2BC,84,100,0.655,1.32
OregonStateJory,SHM,JoV3,JoV3-1,JoV3-1-1,1,Ap,0,5,4.314,0.8658000000000001
OregonStateJory,SHM,JoV3,JoV3-1,JoV3-1-2,2,Ap,5,10,2.935,0.9984000000000001
OregonStateJory,SHM,JoV3,JoV3-1,JoV3-1-3,3,AB,10,56,1.834,1.0452000000000001
OregonStateJory,SHM,JoV3,JoV3-1,JoV3-1-4,4,Bt,56,74,1.308,1.0625
OregonStateJory,SHM,JoV3,JoV3-1,JoV3-1-5,5,Bt,74,100,0.908,1.19
OregonStateJory,SHM,JoV3,JoV3-2,JoV3-2-1,1,Ap,0,5,3.854,1.11
OregonStateJory,SHM,JoV3,JoV3-2,JoV3-2-2,2,Ap,5,10,2.601,1.28
OregonStateJory,SHM,JoV3,JoV3-2,JoV3-2-3,3,AB,10,56,1.891,1.34
OregonStateJory,SHM,JoV3,JoV3-2,JoV3-2-4,4,Bt,56,74,1.114,1.25
OregonStateJory,SHM,JoV3,JoV3-2,JoV3-2-5,5,Bt,74,100,1.03,1.4
OregonStateJory,SHM,JoV3,JoV3-3,JoV3-3-1,1,Ap,0,5,4.314,1.11
OregonStateJory,SHM,JoV3,JoV3-3,JoV3-3-2,2,Ap,5,10,2.844,1.28
OregonStateJory,SHM,JoV3,JoV3-3,JoV3-3-3,3,AB,10,56,1.951,1.34
OregonStateJory,SHM,JoV3,JoV3-3,JoV3-3-4,4,Bt,56,74,1.21,1.25
OregonStateJory,SHM,JoV3,JoV3-3,JoV3-3-5,5,Bt,74,100,0.902,1.4
OregonStateJory,BAU,JoXT1,JoXT1-1,JoXT1-1-1,1,Ap,0,5,3.006,1.1199999999999999
OregonStateJory,BAU,JoXT1,JoXT1-1,JoXT1-1-2,2,Ap,5,10,3.085,0.984
OregonStateJory,BAU,JoXT1,JoXT1-1,JoXT1-1-3,3,Ap,10,25,2.719,1.0114999999999998
OregonStateJory,BAU,JoXT1,JoXT1-1,JoXT1-1-4,4,AB,25,38,2.037,1.0114999999999998
OregonStateJory,BAU,JoXT1,JoXT1-1,JoXT1-1-5,5,Bt,38,69,0.911,1.0795
OregonStateJory,BAU,JoXT1,JoXT1-1,JoXT1-1-6,6,Bt,69,100,0.55,1.309
OregonStateJory,BAU,JoXT1,JoXT1-2,JoXT1-2-1,1,Ap,0,5,3.448,1.4
OregonStateJory,BAU,JoXT1,JoXT1-2,JoXT1-2-2,2,Ap,5,10,3.57,1.23
OregonStateJory,BAU,JoXT1,JoXT1-2,JoXT1-2-3,3,Ap,10,25,3.161,1.19
OregonStateJory,BAU,JoXT1,JoXT1-2,JoXT1-2-4,4,AB,25,38,2.452,1.19
OregonStateJory,BAU,JoXT1,JoXT1-2,JoXT1-2-5,5,Bt,38,69,1.492,1.27
OregonStateJory,BAU,JoXT1,JoXT1-2,JoXT1-2-6,6,Bt,69,100,0.723,1.54
OregonStateJory,BAU,JoXT1,JoXT1-3,JoXT1-3-1,1,Ap,0,5,3.583,1.4
OregonStateJory,BAU,JoXT1,JoXT1-3,JoXT1-3-2,2,Ap,5,10,3.585,1.23
OregonStateJory,BAU,JoXT1,JoXT1-3,JoXT1-3-3,3,Ap,10,25,3.648,1.19
OregonStateJory,BAU,JoXT1,JoXT1-3,JoXT1-3-4,4,AB,25,38,2.514,1.19
OregonStateJory,BAU,JoXT1,JoXT1-3,JoXT1-3-5,5,Bt,38,69,1.19,1.27
OregonStateJory,BAU,JoXT1,JoXT1-3,JoXT1-3-6,6,Bt,69,100,0.58,1.54
OregonStateJory,BAU,JoXT2,JoXT2-1,JoXT2-1-1,1,Ap,0,5,2.563,1.032
OregonStateJory,BAU,JoXT2,JoXT2-1,JoXT2-1-2,2,Ap,5,10,2.447,1
OregonStateJory,BAU,JoXT2,JoXT2-1,JoXT2-1-3,3,Ap,10,24,2.466,0.9956
OregonStateJory,BAU,JoXT2,JoXT2-1,JoXT2-1-4,4,Bt,24,57,2.045,1.0906000000000002
OregonStateJory,BAU,JoXT2,JoXT2-1,JoXT2-1-5,5,Bt,57,75,1.22,0.9939999999999999
OregonStateJory,BAU,JoXT2,JoXT2-1,JoXT2-1-6,6,Bt,75,100,0.64,1.19
OregonStateJory,BAU,JoXT2,JoXT2-2,JoXT2-2-1,1,Ap,0,5,2.373,1.29
OregonStateJory,BAU,JoXT2,JoXT2-2,JoXT2-2-2,2,Ap,5,10,2.223,1.25
OregonStateJory,BAU,JoXT2,JoXT2-2,JoXT2-2-3,3,Ap,10,24,2.244,1.31
OregonStateJory,BAU,JoXT2,JoXT2-2,JoXT2-2-4,4,Bt,24,57,1.805,1.33
OregonStateJory,BAU,JoXT2,JoXT2-2,JoXT2-2-5,5,Bt,57,75,1.548,1.4
OregonStateJory,BAU,JoXT2,JoXT2-2,JoXT2-2-6,6,Bt,75,100,0.682,1.4
OregonStateJory,BAU,JoXT2,JoXT2-3,JoXT2-3-1,1,Ap,0,5,2.525,1.29
OregonStateJory,BAU,JoXT2,JoXT2-3,JoXT2-3-2,2,Ap,5,10,2.428,1.25
OregonStateJory,BAU,JoXT2,JoXT2-3,JoXT2-3-3,3,Ap,10,24,2.117,1.31
OregonStateJory,BAU,JoXT2,JoXT2-3,JoXT2-3-4,4,Bt,24,57,1.468,1.33
OregonStateJory,BAU,JoXT2,JoXT2-3,JoXT2-3-5,5,Bt,57,75,0.892,1.4
OregonStateJory,BAU,JoXT2,JoXT2-3,JoXT2-3-6,6,Bt,75,100,0.589,1.4
OregonStateJory,BAU,JoXT3,JoXT3-1,JoXT3-1-1,1,Ap,0,5,2.663,1.02
OregonStateJory,BAU,JoXT3,JoXT3-1,JoXT3-1-2,2,Ap,5,10,2.573,1.2155
OregonStateJory,BAU,JoXT3,JoXT3-1,JoXT3-1-3,3,Ap,10,28,2.195,1.136
OregonStateJory,BAU,JoXT3,JoXT3-1,JoXT3-1-4,4,AB,28,60,1.197,1.008
OregonStateJory,BAU,JoXT3,JoXT3-1,JoXT3-1-5,5,BCt,60,100,0.693,0.9075
OregonStateJory,BAU,JoXT3,JoXT3-2,JoXT3-2-1,1,Ap,0,5,2.702,1.2
OregonStateJory,BAU,JoXT3,JoXT3-2,JoXT3-2-2,2,Ap,5,10,2.755,1.43
OregonStateJory,BAU,JoXT3,JoXT3-2,JoXT3-2-3,3,Ap,10,28,2.215,1.42
OregonStateJory,BAU,JoXT3,JoXT3-2,JoXT3-2-4,4,AB,28,60,1.439,1.26
OregonStateJory,BAU,JoXT3,JoXT3-2,JoXT3-2-5,5,BCt,60,100,0.286,1.21
OregonStateJory,BAU,JoXT3,JoXT3-3,JoXT3-3-1,1,Ap,0,5,2.676,1.2
OregonStateJory,BAU,JoXT3,JoXT3-3,JoXT3-3-2,2,Ap,5,10,2.753,1.43
OregonStateJory,BAU,JoXT3,JoXT3-3,JoXT3-3-3,3,Ap,10,28,2.401,1.42
OregonStateJory,BAU,JoXT3,JoXT3-3,JoXT3-3-4,4,AB,28,60,1.524,1.26
OregonStateJory,BAU,JoXT3,JoXT3-3,JoXT3-3-5,5,BCt,60,100,0.641,1.21
OregonStateWoodburn,BAU,WoCT1,WoCT1-1,WoCT1-1-1,1,Ap,0,5,1.934,0.96
OregonStateWoodburn,BAU,WoCT1,WoCT1-1,WoCT1-1-2,2,Ap,5,10,1.828,0.9525
OregonStateWoodburn,BAU,WoCT1,WoCT1-1,WoCT1-1-3,3,Ap,10,16,1.863,0.9525
OregonStateWoodburn,BAU,WoCT1,WoCT1-1,WoCT1-1-4,4,Ap,16,33,1.202,0.96
OregonStateWoodburn,BAU,WoCT1,WoCT1-1,WoCT1-1-5,5,Bt,33,65,0.457,1.0062
OregonStateWoodburn,BAU,WoCT1,WoCT1-1,WoCT1-1-6,6,Btg,65,90,0.309,1.014
OregonStateWoodburn,BAU,WoCT1,WoCT1-1,WoCT1-1-7,7,Btg,90,100,0.217,0.8710000000000001
OregonStateWoodburn,BAU,WoCT1,WoCT1-2,WoCT1-2-1,1,Ap,0,5,2.012,1.28
OregonStateWoodburn,BAU,WoCT1,WoCT1-2,WoCT1-2-2,2,Ap,5,10,1.737,1.27
OregonStateWoodburn,BAU,WoCT1,WoCT1-2,WoCT1-2-3,3,Ap,10,16,1.523,1.27
OregonStateWoodburn,BAU,WoCT1,WoCT1-2,WoCT1-2-4,4,Ap,16,33,1.283,1.28
OregonStateWoodburn,BAU,WoCT1,WoCT1-2,WoCT1-2-5,5,Bt,33,65,0.452,1.29
OregonStateWoodburn,BAU,WoCT1,WoCT1-2,WoCT1-2-6,6,Btg,65,90,0.311,1.3
OregonStateWoodburn,BAU,WoCT1,WoCT1-2,WoCT1-2-7,7,Btg,90,100,0.227,1.34
OregonStateWoodburn,BAU,WoCT1,WoCT1-3,WoCT1-3-1,1,Ap,0,5,1.838,1.28
OregonStateWoodburn,BAU,WoCT1,WoCT1-3,WoCT1-3-2,2,Ap,5,10,1.731,1.27
OregonStateWoodburn,BAU,WoCT1,WoCT1-3,WoCT1-3-3,3,Ap,10,16,1.448,1.27
OregonStateWoodburn,BAU,WoCT1,WoCT1-3,WoCT1-3-4,4,Ap,16,33,1.125,1.28
